,id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate,pointsEarned,bonusPointsEarned,bonusPointsEarnedReason,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
10,5ff1e1c50a720f052300056c,2021-01-03 07:24:53.000,2021-01-03 07:24:53.000,2021-01-03 07:24:53.000,2021-01-03 07:24:53.000,2021-01-03 07:24:53,2021-01-02 07:24:53,100.0,100,6,1,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
11,5ff1e1a10a720f0523000568,2021-01-03 07:24:17.000,2021-01-03 07:24:17.000,2021-01-03 07:39:20.000,2021-01-03 07:39:20.000,2021-01-03 07:24:19,2021-01-01 16:00:00,750.0,750,4,5,FINISHED,50.00,5ff1e194b6a9d73a3a9f1052
12,5ff1e1b60a7214ada100055c,2021-01-03 07:24:38.000,2021-01-03 07:24:38.000,,2021-01-03 07:24:38.000,,2021-02-03 07:24:38,8850.0,150,2,10,FLAGGED,290.00,5ff1e194b6a9d73a3a9f1052
13,5f9c74f70a7214ad07000037,2020-10-30 13:17:59.000,2020-10-30 13:17:59.000,,2021-01-03 07:24:54.000,2020-10-30 13:18:00,2020-10-29 13:17:59,750.0,750,4,11,REJECTED,1.00,5f9c74f7c88c1415cbddb839
14,5ff1e1b20a7214ada100055a,2021-01-03 07:24:34.000,2021-01-03 07:24:34.000,2021-01-03 07:24:35.000,2021-01-03 07:24:35.000,2021-01-03 07:24:35,2021-02-03 07:24:35,300.0,300,7,1,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
15,5ff1e1e90a7214ada1000569,2021-01-03 07:25:29.000,2021-01-03 07:25:29.000,,2021-01-03 07:25:29.000,,,,,8,0,FLAGGED,0.00,5ff1e1e9b6a9d73a3a9f10f6
16,5ff1e1df0a7214ada1000564,2021-01-03 07:25:19.000,2021-01-03 07:25:19.000,2021-01-03 07:25:20.000,2021-01-03 07:25:25.000,2021-01-03 07:25:19,2021-01-02 07:25:19,750.0,750,4,2,FINISHED,11.00,5ff1e1dfcfcf6c399c274ab3
17,5ff1e1b40a7214ada100055b,2021-01-03 07:24:36.000,2021-01-03 07:24:36.000,,2021-01-03 07:24:37.000,2021-01-03 07:24:36,2021-01-02 07:24:36,750.0,750,4,1,FLAGGED,1.00,5ff1e1b4cfcf6c399c274a54
18,5ff1e1eb0a720f0523000576,2021-01-03 07:25:31.000,2021-01-03 07:25:31.000,2021-01-03 07:25:32.000,2021-01-03 07:25:36.000,2021-01-03 07:25:32,2021-01-02 16:00:00,300.0,300,7,2,FINISHED,26.00,5ff1e1eacfcf6c399c274ae6
19,5ff1e1c80a720f052300056d,2021-01-03 07:24:56.000,2021-01-03 07:24:56.000,2021-01-03 07:25:02.000,2021-01-03 07:25:02.000,2021-01-03 07:24:56,2021-01-02 07:24:56,5.0,5,3,2,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
20,5f9c74f90a7214ad07000038,2020-10-30 13:18:01.000,2020-10-30 13:18:01.000,2021-01-03 07:39:55.000,2021-01-03 07:39:55.000,2021-01-03 07:39:55,2020-10-29 13:18:01,389.2,300,7,6,FINISHED,14.00,5f9c74e3f1937815bd2c1d73
21,5ff1e1960a720f0523000567,2021-01-03 07:24:06.000,2021-01-03 07:24:06.000,2021-01-03 07:24:10.000,2021-01-03 07:24:10.000,2021-01-03 07:24:10,2021-01-02 07:24:06,750.0,750,4,1,FINISHED,1.00,5ff1e196cfcf6c399c274a38
22,5ff1e1ec0a7214ada100056c,2021-01-03 07:25:32.000,2021-01-03 07:25:32.000,2021-01-03 07:25:32.000,2021-01-03 07:25:37.000,2021-01-03 07:25:32,2021-01-02 16:00:00,150.0,150,2,2,FINISHED,21.00,5ff1e1eacfcf6c399c274ae6
23,5ff1e1d70a720f0523000571,2021-01-03 07:25:11.000,2021-01-03 07:25:11.000,2021-01-03 07:25:12.000,2021-01-03 07:25:12.000,2021-01-03 07:25:12,2021-01-02 07:25:11,185.0,40,9,2,FINISHED,2.00,5ff1e194b6a9d73a3a9f1052
24,5ff1e1c60a7214ada100055e,2021-01-03 07:24:54.000,2021-01-03 07:24:54.000,2021-01-03 07:24:59.000,2021-01-03 07:24:59.000,2021-01-03 07:24:54,2021-01-02 07:24:54,5.0,5,3,2,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
25,5ff1e1ee0a7214ada1000570,2021-01-03 07:25:34.000,2021-01-03 07:25:34.000,2021-01-03 07:25:35.000,2021-01-03 07:25:40.000,2021-01-03 07:25:35,2021-01-02 16:00:00,5.0,5,3,5,FINISHED,27.00,5ff1e1eacfcf6c399c274ae6
26,5ff1e1cf0a720f0523000570,2021-01-03 07:25:03.000,2021-01-03 07:25:03.000,2021-01-03 07:25:09.000,2021-01-03 07:25:09.000,2021-01-03 07:25:03,2021-01-02 07:25:03,5.0,5,3,2,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
27,5ff1e1e10a720f0523000572,2021-01-03 07:25:21.000,2021-01-03 07:25:21.000,2021-01-03 07:25:21.000,2021-01-03 07:25:26.000,2021-01-03 07:25:21,2021-01-02 07:25:21,35.0,25,10,1,FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
28,5ff1e1d40a7214ada1000562,2021-01-03 07:25:08.000,2021-01-03 07:25:08.000,,2021-01-03 07:25:08.000,,2017-10-29 17:00:00,,,8,3,REJECTED,3.00,5ff1e194b6a9d73a3a9f1052
29,5ff1e1ee0a720f0523000578,2021-01-03 07:25:34.000,2021-01-03 07:25:34.000,2021-01-03 07:25:34.000,2021-01-03 07:25:39.000,2021-01-03 07:25:34,2021-01-02 16:00:00,5.0,5,3,4,FINISHED,27.00,5ff1e1eacfcf6c399c274ae6
30,5ff371030a7214ada10005a5,2021-01-04 11:48:19.000,2021-01-04 11:48:19.000,2021-01-04 11:48:20.000,2021-01-04 11:48:20.000,2021-01-04 11:48:20,2020-12-19 16:00:00,650.0,300,7,10,FINISHED,10.00,5ff370c562fde912123a5e0e
31,5ff36dcc0a720f05230005b1,2021-01-04 11:34:36.000,2021-01-04 11:34:36.000,2021-01-04 11:34:36.000,2021-01-04 11:34:36.000,2021-01-04 11:34:36,2021-01-04 11:34:36,55.0,5,3,1,FINISHED,0.99,5ff36d0362fde912123a5535
32,5ff36c750a7214ada100058f,2021-01-04 11:28:53.000,2021-01-04 11:28:53.000,2021-01-04 11:28:54.000,2021-01-04 11:28:54.000,2021-01-04 11:28:54,2021-01-03 11:28:53,500.0,,8,9,FINISHED,89.91,5ff36be7135e7011bcb856d3
33,5ff36d860a720f05230005a7,2021-01-04 11:33:26.000,2021-01-04 11:33:26.000,2021-01-04 11:33:26.000,2021-01-04 11:33:26.000,2021-01-04 11:33:26,2021-01-03 11:33:26,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
34,5ff36d9f0a720f05230005ab,2021-01-04 11:33:51.000,2021-01-04 11:33:51.000,2021-01-04 11:33:51.000,2021-01-04 11:33:51.000,2021-01-04 11:33:51,2020-12-19 11:33:51,50.0,45,9,1,FINISHED,1.00,5ff36d0362fde912123a5535
35,5ff36adb0a720f0523000590,2021-01-04 11:22:03.000,2021-01-04 11:22:03.000,2021-01-04 11:22:04.000,2021-01-04 11:22:04.000,2021-01-04 11:22:04,2020-12-29 22:00:00,250.0,,8,5,FINISHED,49.95,5ff36a3862fde912123a4460
36,5ff36da00a7214ada100059b,2021-01-04 11:33:52.000,2021-01-04 11:33:52.000,2021-01-04 11:33:52.000,2021-01-04 11:33:52.000,2021-01-04 11:33:52,2021-01-03 11:33:52,5.0,5,3,1,FINISHED,1.00,5ff36d0362fde912123a5535
37,5ff36dc40a7214ada100059f,2021-01-04 11:34:28.000,2021-01-04 11:34:28.000,2021-01-04 11:34:28.000,2021-01-04 11:34:28.000,2021-01-04 11:34:28,2021-01-03 11:34:28,355.0,5,3,9,FINISHED,89.91,5ff36d0362fde912123a5535
38,5ff3710b0a7214ada10005a7,2021-01-04 11:48:27.000,2021-01-04 11:48:27.000,2021-01-04 11:48:28.000,2021-01-04 11:48:28.000,2021-01-04 11:48:28,2021-01-03 11:48:27,600.0,100,6,9,FINISHED,89.91,5ff370c562fde912123a5e0e
39,5ff36d780a7214ada1000593,2021-01-04 11:33:12.000,2021-01-04 11:33:12.000,2021-01-04 11:33:14.000,2021-01-04 11:33:14.000,2021-01-04 11:33:14,2021-01-04 11:33:12,1750.0,750,4,1,FINISHED,10.00,5ff36d78135e7011bcb86488
40,5ff371410a7214ada10005ba,2021-01-04 11:49:21.000,2021-01-04 11:49:21.000,2021-01-04 11:49:21.000,2021-01-04 11:49:21.000,2021-01-04 11:49:21,2021-01-03 11:49:21,350.0,45,9,1,FINISHED,1.00,5ff370c562fde912123a5e0e
41,5ff36c8b0a720f05230005a1,2021-01-04 11:29:15.000,2021-01-04 11:29:15.000,2021-01-04 11:29:17.000,2021-01-04 11:29:17.000,2021-01-04 11:29:17,2021-01-03 11:29:15,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
42,5ff36c550a7214ada1000588,2021-01-04 11:28:21.000,2021-01-04 11:28:21.000,2021-01-04 11:28:21.000,2021-01-04 11:28:21.000,2021-01-04 11:28:21,2020-12-31 22:00:00,750.0,750,4,5,FINISHED,25.00,5ff36be7135e7011bcb856d3
43,5ff36acb0a720f052300058d,2021-01-04 11:21:47.000,2021-01-04 11:21:47.000,2021-01-04 11:21:48.000,2021-01-04 11:21:48.000,2021-01-04 11:21:48,2021-01-03 11:21:47,55.0,5,3,9,FINISHED,89.91,5ff36a3862fde912123a4460
44,5ff371450a7214ada10005bd,2021-01-04 11:49:25.000,2021-01-04 11:49:25.000,2021-01-04 11:49:26.000,2021-01-04 11:49:26.000,2021-01-04 11:49:26,2020-12-23 22:00:00,5.0,5,3,5,FINISHED,49.95,5ff370c562fde912123a5e0e
45,5ff36d9d0a720f05230005aa,2021-01-04 11:33:49.000,2021-01-04 11:33:49.000,2021-01-04 11:33:49.000,2021-01-04 11:33:49.000,2021-01-04 11:33:49,2020-12-31 22:00:00,225.0,100,6,5,FINISHED,25.00,5ff36d0362fde912123a5535
46,5ff36c590a7214ada1000589,2021-01-04 11:28:25.000,2021-01-04 11:28:25.000,2021-01-04 11:28:25.000,2021-01-04 11:28:25.000,2021-01-04 11:28:25,2020-12-29 22:00:00,275.0,150,2,5,FINISHED,25.00,5ff36be7135e7011bcb856d3
47,5ff29be20a7214ada1000571,2021-01-03 20:38:58.000,2021-01-03 20:38:58.000,2021-01-03 20:39:06.000,2021-01-03 20:39:09.000,2021-01-03 20:39:06,2021-01-02 16:00:00,25.0,25,10,1,FINISHED,1.00,5964eb07e4b03efd0c0f267b
48,5ff3416f0a7214ada1000576,2021-01-04 08:25:19.000,2021-01-04 08:25:19.000,2021-01-04 08:25:19.000,2021-01-04 08:25:19.000,2021-01-04 08:25:19,2021-01-03 16:00:00,25.0,25,10,1,FINISHED,28.57,5c3388caea88e15513a95069
49,5ff36c6d0a720f0523000597,2021-01-04 11:28:45.000,2021-01-04 11:28:45.000,2021-01-04 11:28:45.000,2021-01-04 11:28:45.000,2021-01-04 11:28:45,2021-01-03 11:28:45,5.0,5,3,4,FINISHED,18.20,5ff36be7135e7011bcb856d3
50,5ff36a830a7214ada100057b,2021-01-04 11:20:35.000,2021-01-04 11:20:35.000,2021-01-04 11:20:36.000,2021-01-04 11:20:36.000,2021-01-04 11:20:36,2020-12-19 11:20:35,100.0,100,6,1,FINISHED,1.00,5ff36a3862fde912123a4460
51,5ff36c570a720f0523000593,2021-01-04 11:28:23.000,2021-01-04 11:28:23.000,2021-01-04 11:28:23.000,2021-01-04 11:28:23.000,2021-01-04 11:28:23,2021-01-03 11:28:23,250.0,250,5,1,FINISHED,10.00,5ff36be7135e7011bcb856d3
52,5ff3713c0a7214ada10005b6,2021-01-04 11:49:16.000,2021-01-04 11:49:16.000,2021-01-04 11:49:16.000,2021-01-04 11:49:16.000,2021-01-04 11:49:16,2021-01-03 11:49:16,350.0,,8,1,FINISHED,10.00,5ff370c562fde912123a5e0e
53,5ff371130a7214ada10005aa,2021-01-04 11:48:35.000,2021-01-04 11:48:35.000,2021-01-04 11:48:36.000,2021-01-04 11:48:36.000,2021-01-04 11:48:36,2021-01-04 11:48:35,100.0,45,9,1,FINISHED,0.99,5ff370c562fde912123a5e0e
54,5ff370f00a7214ada10005a3,2021-01-04 11:48:00.000,2021-01-04 11:48:00.000,2021-01-04 11:48:01.000,2021-01-04 11:48:01.000,2021-01-04 11:48:01,2020-12-20 16:00:00,500.0,500,1,5,FINISHED,49.95,5ff370c562fde912123a5e0e
55,5ff371240a7214ada10005b3,2021-01-04 11:48:52.000,2021-01-04 11:48:52.000,2021-01-04 11:48:52.000,2021-01-04 11:48:52.000,2021-01-04 11:48:52,2021-01-03 11:48:52,755.0,750,4,1,FINISHED,1.00,5ff37124135e7011bcb86bc3
56,5ff36c8d0a7214ada1000591,2021-01-04 11:29:17.000,2021-01-04 11:29:17.000,2021-01-04 11:29:17.000,2021-01-04 11:29:17.000,2021-01-04 11:29:17,2021-01-03 11:29:17,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
57,5ff36ad40a7214ada1000585,2021-01-04 11:21:56.000,2021-01-04 11:21:56.000,2021-01-04 11:21:56.000,2021-01-04 11:21:56.000,2021-01-04 11:21:56,2021-01-04 11:21:56,55.0,5,3,1,FINISHED,0.99,5ff36a3862fde912123a4460
58,5ff36dcb0a7214ada10005a0,2021-01-04 11:34:35.000,2021-01-04 11:34:35.000,2021-01-04 11:34:36.000,2021-01-04 11:34:36.000,2021-01-04 11:34:36,2021-01-03 11:34:35,5.0,5,3,1,FINISHED,9.99,5ff36d0362fde912123a5535
59,5ff3416d0a7214ada1000575,2021-01-04 08:25:17.000,2021-01-04 08:25:17.000,2021-01-04 08:25:17.000,2021-01-04 08:25:17.000,2021-01-04 08:25:17,2021-01-03 16:00:00,25.0,25,10,1,FINISHED,28.57,5c3388caea88e15513a95069
60,5ff4ce430a7214ada10005d8,2021-01-05 12:38:27.000,2021-01-05 12:38:27.000,2021-01-05 12:38:28.000,2021-01-05 12:38:33.000,2021-01-05 12:38:28,2021-01-04 16:00:00,5.0,5,3,4,FINISHED,25.00,5ff4ce3dc3d63511e2a484dc
61,5ff4ce400a7214ada10005d5,2021-01-05 12:38:24.000,2021-01-05 12:38:24.000,2021-01-05 12:38:24.000,2021-01-05 12:38:29.000,2021-01-05 12:38:24,2021-01-04 16:00:00,150.0,150,2,5,FINISHED,27.00,5ff4ce3dc3d63511e2a484dc
62,5ff4a4ca0a7214ada10005d0,2021-01-05 09:41:30.000,2021-01-05 09:41:30.000,,2021-01-05 09:41:32.000,,2020-09-12 17:00:00,750.0,750,4,2,REJECTED,34.96,5fbc35711d967d1222cbfefc
63,5ff473de0a720f05230005bd,2021-01-05 06:12:46.000,2021-01-05 06:12:46.000,2021-01-05 06:12:47.000,2021-01-05 06:12:47.000,2021-01-05 06:12:47,2020-12-23 06:12:46,5.0,5,3,1,FINISHED,1.00,54943462e4b07e684157a532
64,5ff4ce8c0a7214ada10005e6,2021-01-05 12:39:40.000,2021-01-05 12:39:40.000,2021-01-05 12:39:41.000,2021-01-05 12:39:46.000,2021-01-05 12:39:41,2021-01-04 12:39:40,35.0,25,10,1,FINISHED,1.00,5ff4ce33c3d63511e2a484b6
65,5ff4ce3d0a7214ada10005d3,2021-01-05 12:38:21.000,2021-01-05 12:38:21.000,2021-01-05 12:38:22.000,2021-01-05 12:38:27.000,2021-01-05 12:38:22,2021-01-04 16:00:00,750.0,750,4,2,FINISHED,29.00,5ff4ce3dc3d63511e2a484dc
66,5ff473b40a7214ada10005c5,2021-01-05 06:12:04.000,2021-01-05 06:12:04.000,2021-01-05 06:12:04.000,2021-01-05 06:12:04.000,2021-01-05 06:12:04,2021-01-04 06:12:04,50.0,45,9,1,FINISHED,1.00,5ff47392c3d63511e2a47881
67,5ff473f30a720f05230005c0,2021-01-05 06:13:07.000,2021-01-05 06:13:07.000,2021-01-05 06:13:08.000,2021-01-05 06:13:08.000,2021-01-05 06:13:08,2021-01-05 06:13:07,1800.0,750,4,1,FINISHED,10.00,5ff473f3c1e2d0121a9b2707
68,5ff4ce3a0a7214ada10005d2,2021-01-05 12:38:18.000,2021-01-05 12:38:18.000,2021-01-05 12:38:19.000,2021-01-05 12:38:23.000,2021-01-05 12:38:19,2021-01-04 16:00:00,750.0,750,4,2,FINISHED,21.00,5ff4ce3ac1e2d0121a9b2fb3
69,5ff473a90a7214ada10005c2,2021-01-05 06:11:53.000,2021-01-05 06:11:53.000,2021-01-05 06:11:54.000,2021-01-05 06:11:54.000,2021-01-05 06:11:54,2020-12-30 22:00:00,275.0,150,2,5,FINISHED,25.00,5ff47392c3d63511e2a47881
70,5ff473b10a7214ada10005c4,2021-01-05 06:12:01.000,2021-01-05 06:12:01.000,2021-01-05 06:12:01.000,2021-01-05 06:12:01.000,2021-01-05 06:12:01,2021-01-01 22:00:00,250.0,,8,5,FINISHED,49.95,5ff47392c3d63511e2a47881
71,5ff475820a7214ada10005cf,2021-01-05 06:19:46.000,2021-01-05 06:19:46.000,,2021-01-05 06:19:46.000,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
72,5ff4ce550a7214ada10005db,2021-01-05 12:38:45.000,2021-01-05 12:38:45.000,2021-01-05 12:38:51.000,2021-01-05 12:38:51.000,2021-01-05 12:38:46,2021-01-04 12:38:45,300.0,300,7,2,FINISHED,1.00,5ff4ce33c3d63511e2a484b6
73,5ff4ce430a720f05230005c9,2021-01-05 12:38:27.000,2021-01-05 12:38:27.000,2021-01-05 12:38:27.000,2021-01-05 12:38:32.000,2021-01-05 12:38:27,2021-01-04 16:00:00,5.0,5,3,1,FINISHED,29.00,5ff4ce3dc3d63511e2a484dc
74,5ff473d40a7214ada10005c9,2021-01-05 06:12:36.000,2021-01-05 06:12:36.000,2021-01-05 06:12:37.000,2021-01-05 06:12:37.000,2021-01-05 06:12:37,2021-01-05 06:12:36,5.0,5,3,1,FINISHED,9.99,5ff47392c3d63511e2a47881
75,5ff4ce690a7214ada10005e2,2021-01-05 12:39:05.000,2021-01-05 12:39:05.000,,2021-01-05 12:39:07.000,2021-01-05 12:39:06,2021-01-04 12:39:04,810.0,750,4,5,FLAGGED,13.00,5ff4ce68c1e2d0121a9b3022
76,5ff473f60a7214ada10005ce,2021-01-05 06:13:10.000,2021-01-05 06:13:10.000,2021-01-05 06:13:11.000,2021-01-05 06:13:11.000,2021-01-05 06:13:11,2020-12-30 22:00:00,250.0,,8,5,FINISHED,49.95,5ff47392c3d63511e2a47881
77,5ff473cf0a7214ada10005c8,2021-01-05 06:12:31.000,2021-01-05 06:12:31.000,2021-01-05 06:12:32.000,2021-01-05 06:12:32.000,2021-01-05 06:12:32,2021-01-04 06:12:31,305.0,5,3,1,FINISHED,9.99,5ff47392c3d63511e2a47881
78,5fa5ad370a720f05ef000089,2020-11-06 12:08:23.000,2020-11-06 12:08:23.000,2021-01-05 12:53:40.000,2021-01-05 12:53:40.000,2021-01-05 12:53:40,2020-11-05 12:08:23,9449.8,750,4,11,FINISHED,291.00,5fa5ad376a26f611e71ab5ef
79,5ff4ce650a7214ada10005e1,2021-01-05 12:39:01.000,2021-01-05 12:39:01.000,,2021-01-05 12:39:02.000,2021-01-05 12:39:02,2021-01-04 12:39:01,750.0,750,4,1,FLAGGED,1.00,5ff4ce65c3d63511e2a4853b
80,5ff473e40a7214ada10005cc,2021-01-05 06:12:52.000,2021-01-05 06:12:52.000,2021-01-05 06:12:53.000,2021-01-05 06:12:53.000,2021-01-05 06:12:53,2021-01-04 06:12:52,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
81,5ff4ce3c0a720f05230005c4,2021-01-05 12:38:20.000,2021-01-05 12:38:20.000,,2021-01-05 12:38:20.000,,,,,8,0,FLAGGED,0.00,5ff4ce3cc1e2d0121a9b2fba
82,5ff473d00a720f05230005bb,2021-01-05 06:12:32.000,2021-01-05 06:12:32.000,2021-01-05 06:12:32.000,2021-01-05 06:12:32.000,2021-01-05 06:12:32,2021-01-05 06:12:32,55.0,5,3,1,FINISHED,0.99,5ff47392c3d63511e2a47881
83,5ff473b20a720f05230005b7,2021-01-05 06:12:02.000,2021-01-05 06:12:02.000,2021-01-05 06:12:03.000,2021-01-05 06:12:03.000,2021-01-05 06:12:03,2020-12-24 22:00:00,5.0,5,3,5,FINISHED,49.95,5ff47392c3d63511e2a47881
84,5ff473ad0a7214ada10005c3,2021-01-05 06:11:57.000,2021-01-05 06:11:57.000,2021-01-05 06:11:57.000,2021-01-05 06:11:57.000,2021-01-05 06:11:57,2021-01-04 06:11:57,50.0,45,9,1,FINISHED,1.00,5ff47392c3d63511e2a47881
85,5ff4ce640a7214ada10005e0,2021-01-05 12:39:00.000,2021-01-05 12:39:00.000,2021-01-05 12:39:00.000,2021-01-05 12:39:00.000,2021-01-05 12:39:00,2021-02-05 12:39:00,25.0,25,10,1,FINISHED,1.00,5ff4ce33c3d63511e2a484b6
86,5ff4ce3f0a720f05230005c6,2021-01-05 12:38:23.000,2021-01-05 12:38:23.000,2021-01-05 12:38:24.000,2021-01-05 12:38:28.000,2021-01-05 12:38:24,2021-01-04 16:00:00,300.0,300,7,2,FINISHED,29.00,5ff4ce3dc3d63511e2a484dc
87,5ff4ce4e0a7214ada10005da,2021-01-05 12:38:38.000,2021-01-05 12:38:38.000,2021-01-05 12:38:44.000,2021-01-05 12:38:44.000,2021-01-05 12:38:38,2021-01-04 12:38:38,500.0,500,1,2,FINISHED,1.00,5ff4ce33c3d63511e2a484b6
88,5ff473bc0a720f05230005b8,2021-01-05 06:12:12.000,2021-01-05 06:12:12.000,2021-01-05 06:12:13.000,2021-01-05 06:12:13.000,2021-01-05 06:12:13,2021-01-04 06:12:12,91.2,,8,4,FINISHED,18.20,5ff47392c3d63511e2a47881
89,5ff4a80e0a720f05230005c2,2021-01-05 09:55:26.000,2021-01-05 09:55:26.000,2021-01-05 09:55:29.000,2021-01-05 09:55:29.000,2021-01-05 09:55:29,2020-12-29 16:00:00,750.0,750,4,2,FINISHED,34.96,5fbc35711d967d1222cbfefc
90,5ff5d1da0a7214ada10005f8,2021-01-06 07:06:02.000,2021-01-06 07:06:02.000,2021-01-06 07:06:03.000,2021-01-06 07:06:03.000,2021-01-06 07:06:03,2020-12-21 07:06:02,5.0,5,3,1,FINISHED,1.00,5ff5d15aeb7c7d12096d91a2
91,5ff5d1d40a7214ada10005f4,2021-01-06 07:05:56.000,2021-01-06 07:05:56.000,2021-01-06 07:05:57.000,2021-01-06 07:05:57.000,2021-01-06 07:05:57,2021-01-06 07:05:56,825.0,300,7,5,FINISHED,25.00,5ff5d15aeb7c7d12096d91a2
92,5ff5d1a00a7214ada10005ed,2021-01-06 07:05:04.000,2021-01-06 07:05:04.000,2021-01-06 07:05:05.000,2021-01-06 07:05:05.000,2021-01-06 07:05:05,2021-01-05 07:05:04,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
93,5ff5ecb90a7214ada10005f9,2021-01-06 09:00:40.000,2021-01-06 09:00:40.000,,2021-01-06 09:00:40.000,,,,,8,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
94,5ff5d1e20a720f05230005da,2021-01-06 07:06:10.000,2021-01-06 07:06:10.000,2021-01-06 07:06:11.000,2021-01-06 07:06:11.000,2021-01-06 07:06:11,2021-01-05 07:06:10,50.0,45,9,1,FINISHED,1.00,5ff5d15aeb7c7d12096d91a2
95,5ff5d1e10a720f05230005d9,2021-01-06 07:06:09.000,2021-01-06 07:06:09.000,2021-01-06 07:06:09.000,2021-01-06 07:06:09.000,2021-01-06 07:06:09,2020-12-25 22:00:00,5.0,5,3,5,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
96,5ff5d1fd0a720f05230005de,2021-01-06 07:06:37.000,2021-01-06 07:06:37.000,2021-01-06 07:06:38.000,2021-01-06 07:06:38.000,2021-01-06 07:06:38,2021-01-05 07:06:37,55.0,5,3,9,FINISHED,89.91,5ff5d15aeb7c7d12096d91a2
97,5ff5d1d80a7214ada10005f6,2021-01-06 07:06:00.000,2021-01-06 07:06:00.000,2021-01-06 07:06:00.000,2021-01-06 07:06:00.000,2021-01-06 07:06:00,2021-01-02 22:00:00,225.0,100,6,5,FINISHED,25.00,5ff5d15aeb7c7d12096d91a2
98,5ff5d19d0a7214ada10005ec,2021-01-06 07:05:01.000,2021-01-06 07:05:01.000,2021-01-06 07:05:02.000,2021-01-06 07:05:02.000,2021-01-06 07:05:02,2021-01-05 07:05:01,50.0,45,9,1,FINISHED,1.00,54943462e4b07e684157a532
