,receiptsId,itemId,discountedItemPrice,priceAfterCoupon,finalPrice,itemPurchased,needsFetchReview,needsFetchReviewReason,pointsEarned,metabriteCampaignId,preventTargetGapPoints
31,5f9c74f90a7214ad07000038,6,,,10.00,,False,,,,True
32,5f9c74f90a7214ad07000038,5,,,1.00,,False,,30.0,,True
33,5f9c74f90a7214ad07000038,5,,,1.00,,False,,30.0,,True
34,5f9c74f90a7214ad07000038,5,,,1.00,,False,,30.0,,True
35,5ff1e1960a720f0523000567,0,,,1,,,,,,
36,5ff1e1ec0a7214ada100056c,0,,,21.00,,False,,,,True
37,5ff1e1d70a720f0523000571,7,,,1,,,,10.0,,
38,5ff1e1d70a720f0523000571,8,,,1,,,,10.0,,
39,5ff1e1c60a7214ada100055e,0,,,1,,,,,,
40,5ff1e1c60a7214ada100055e,2,,,,,True,USER_FLAGGED,,,True
41,5ff1e1ee0a7214ada1000570,0,,,27.00,,False,,,,True
42,5ff1e1cf0a720f0523000570,0,,,1,,,,,,
43,5ff1e1cf0a720f0523000570,2,,,,,True,USER_FLAGGED,,,True
44,5ff1e1e10a720f0523000572,9,,,1,,False,,10.0,,True
45,5ff1e1d40a7214ada1000562,10,,,2,,,,,,
46,5ff1e1ee0a720f0523000578,0,,,27.00,,False,,,,True
47,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
48,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
49,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
50,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
51,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
52,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
53,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
54,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
55,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
56,5ff371030a7214ada10005a5,11,,,1,,,,5.0,,
57,5ff36dcc0a720f05230005b1,12,,,0.99,,,,,,
58,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
59,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
60,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
61,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
62,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
63,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
64,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
65,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
66,5ff36c750a7214ada100058f,13,,,9.99,,,,50.0,,
67,5ff36d860a720f05230005a7,14,,,1,,,,5.0,,
68,5ff36d9f0a720f05230005ab,15,,,1,,,,5.0,,
69,5ff36adb0a720f0523000590,16,,,9.99,,,,50.0,,
70,5ff36adb0a720f0523000590,16,,,9.99,,,,50.0,,
71,5ff36adb0a720f0523000590,16,,,9.99,,,,50.0,,
72,5ff36adb0a720f0523000590,16,,,9.99,,,,50.0,,
73,5ff36adb0a720f0523000590,16,,,9.99,,,,50.0,,
74,5ff36da00a7214ada100059b,17,,,1,,,,,,
75,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
76,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
77,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
78,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
79,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
80,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
81,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
82,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
83,5ff36dc40a7214ada100059f,18,,,9.99,,,,,,
84,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
85,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
86,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
87,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
88,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
89,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
90,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
91,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
92,5ff3710b0a7214ada10005a7,19,,,9.99,,,,50.0,,
93,5ff36d780a7214ada1000593,20,,,10,,,,,,
94,5ff371410a7214ada10005ba,21,,,1,,,,5.0,,
95,5ff36c8b0a720f05230005a1,22,,,1,,,,,,
96,5ff36c550a7214ada1000588,23,,,5,,,,,,
97,5ff36c550a7214ada1000588,23,,,5,,,,,,
98,5ff36c550a7214ada1000588,23,,,5,,,,,,
99,5ff36c550a7214ada1000588,23,,,5,,,,,,
100,5ff36c550a7214ada1000588,23,,,5,,,,,,
101,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
102,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
103,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
104,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
105,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
106,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
107,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
108,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
109,5ff36acb0a720f052300058d,24,,,9.99,,,,,,
110,5ff371450a7214ada10005bd,25,,,9.99,,,,,,
111,5ff371450a7214ada10005bd,25,,,9.99,,,,,,
112,5ff371450a7214ada10005bd,25,,,9.99,,,,,,
113,5ff371450a7214ada10005bd,25,,,9.99,,,,,,
114,5ff371450a7214ada10005bd,25,,,9.99,,,,,,
115,5ff36d9d0a720f05230005aa,26,,,5,,,,25.0,,
116,5ff36d9d0a720f05230005aa,26,,,5,,,,25.0,,
117,5ff36d9d0a720f05230005aa,26,,,5,,,,25.0,,
118,5ff36d9d0a720f05230005aa,26,,,5,,,,25.0,,
119,5ff36d9d0a720f05230005aa,26,,,5,,,,25.0,,
120,5ff36c590a7214ada1000589,27,,,5,,,,25.0,,
121,5ff36c590a7214ada1000589,27,,,5,,,,25.0,,
122,5ff36c590a7214ada1000589,27,,,5,,,,25.0,,
123,5ff36c590a7214ada1000589,27,,,5,,,,25.0,,
124,5ff36c590a7214ada1000589,27,,,5,,,,25.0,,
125,5ff29be20a7214ada1000571,28,1.00,,1.00,,,,,,
126,5ff36c6d0a720f0523000597,29,,,4.55,,,,,,
127,5ff36c6d0a720f0523000597,29,,,4.55,,,,,,
128,5ff36c6d0a720f0523000597,29,,,4.55,,,,,,
129,5ff36c6d0a720f0523000597,29,,,4.55,,,,,,
130,5ff36a830a7214ada100057b,30,,,1,,,,,,
131,5ff36c570a720f0523000593,31,,,10,,,,,,
132,5ff3713c0a7214ada10005b6,32,,,10,,,,50.0,,
133,5ff371130a7214ada10005aa,33,,,0.99,,,,5.0,,
134,5ff370f00a7214ada10005a3,34,,,9.99,,,,,,
135,5ff370f00a7214ada10005a3,34,,,9.99,,,,,,
136,5ff370f00a7214ada10005a3,34,,,9.99,,,,,,
137,5ff370f00a7214ada10005a3,34,,,9.99,,,,,,
138,5ff370f00a7214ada10005a3,34,,,9.99,,,,,,
139,5ff371240a7214ada10005b3,35,,,1,,,,5.0,,
140,5ff36c8d0a7214ada1000591,36,,,1,,,,,,
141,5ff36ad40a7214ada1000585,37,,,0.99,,,,,,
142,5ff36dcb0a7214ada10005a0,12,,,9.99,,,,,,
143,5ff4ce430a7214ada10005d8,0,,,25.00,,False,,,,True
144,5ff4ce400a7214ada10005d5,0,,,27.00,,False,,,,True
145,5ff473de0a720f05230005bd,38,,,1,,,,,,
146,5ff4ce8c0a7214ada10005e6,9,,,1,,False,,10.0,,True
147,5ff4ce3d0a7214ada10005d3,0,,,29.00,,False,,,,True
148,5ff473b40a7214ada10005c5,39,,,1,,,,5.0,,
149,5ff473f30a720f05230005c0,40,,,10,,,,50.0,,
150,5ff4ce3a0a7214ada10005d2,0,,,21.00,,False,,,,True
151,5ff473a90a7214ada10005c2,41,,,5,,,,25.0,,
152,5ff473a90a7214ada10005c2,41,,,5,,,,25.0,,
153,5ff473a90a7214ada10005c2,41,,,5,,,,25.0,,
154,5ff473a90a7214ada10005c2,41,,,5,,,,25.0,,
155,5ff473a90a7214ada10005c2,41,,,5,,,,25.0,,
156,5ff473b10a7214ada10005c4,42,,,9.99,,,,50.0,,
157,5ff473b10a7214ada10005c4,42,,,9.99,,,,50.0,,
158,5ff473b10a7214ada10005c4,42,,,9.99,,,,50.0,,
159,5ff473b10a7214ada10005c4,42,,,9.99,,,,50.0,,
160,5ff473b10a7214ada10005c4,42,,,9.99,,,,50.0,,
161,5ff4ce550a7214ada10005db,0,,,1,,,,,,
162,5ff4ce550a7214ada10005db,2,,,,,True,USER_FLAGGED,,,True
163,5ff4ce430a720f05230005c9,0,,,29.00,,False,,,,True
164,5ff473d40a7214ada10005c9,43,,,9.99,,,,,,
165,5ff4ce690a7214ada10005e2,6,,,1,,,,,,
166,5ff4ce690a7214ada10005e2,6,,,10.00,,True,USER_FLAGGED,,,True
167,5ff4ce690a7214ada10005e2,5,,,1.00,,True,USER_FLAGGED,30.0,,True
168,5ff4ce690a7214ada10005e2,5,,,1.00,,True,USER_FLAGGED,30.0,,True
169,5ff473f60a7214ada10005ce,44,,,9.99,,,,50.0,,
170,5ff473f60a7214ada10005ce,44,,,9.99,,,,50.0,,
171,5ff473f60a7214ada10005ce,44,,,9.99,,,,50.0,,
172,5ff473f60a7214ada10005ce,44,,,9.99,,,,50.0,,
173,5ff473f60a7214ada10005ce,44,,,9.99,,,,50.0,,
174,5ff473cf0a7214ada10005c8,45,,,9.99,,,,,,
175,5fa5ad370a720f05ef000089,6,,,1,,False,,,,
176,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
177,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
178,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
179,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
180,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
181,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
182,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
183,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
184,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
185,5fa5ad370a720f05ef000089,5,,,29.00,,False,,870.0,,True
186,5ff4ce650a7214ada10005e1,6,,,1,,,,,,
187,5ff473e40a7214ada10005cc,46,,,1,,,,5.0,,
188,5ff473d00a720f05230005bb,45,,,0.99,,,,,,
189,5ff473b20a720f05230005b7,47,,,9.99,,,,,,
190,5ff473b20a720f05230005b7,47,,,9.99,,,,,,
191,5ff473b20a720f05230005b7,47,,,9.99,,,,,,
192,5ff473b20a720f05230005b7,47,,,9.99,,,,,,
193,5ff473b20a720f05230005b7,47,,,9.99,,,,,,
194,5ff473ad0a7214ada10005c3,48,,,1,,,,5.0,,
195,5ff4ce640a7214ada10005e0,0,,,1,,,,,,
196,5ff4ce3f0a720f05230005c6,0,,,29.00,,False,,,,True
197,5ff4ce4e0a7214ada10005da,0,,,1,,,,,,
198,5ff4ce4e0a7214ada10005da,2,,,,,True,USER_FLAGGED,,,True
199,5ff473bc0a720f05230005b8,49,,,4.55,,,,22.8,,
200,5ff473bc0a720f05230005b8,49,,,4.55,,,,22.8,,
201,5ff473bc0a720f05230005b8,49,,,4.55,,,,22.8,,
202,5ff473bc0a720f05230005b8,49,,,4.55,,,,22.8,,
203,5ff5d1da0a7214ada10005f8,50,,,1,,,,,,
204,5ff5d1d40a7214ada10005f4,51,,,5,,,,25.0,,
205,5ff5d1d40a7214ada10005f4,51,,,5,,,,25.0,,
206,5ff5d1d40a7214ada10005f4,51,,,5,,,,25.0,,
207,5ff5d1d40a7214ada10005f4,51,,,5,,,,25.0,,
208,5ff5d1d40a7214ada10005f4,51,,,5,,,,25.0,,
209,5ff5d1a00a7214ada10005ed,52,,,1,,,,5.0,,
210,5ff5d1e20a720f05230005da,53,,,1,,,,5.0,,
211,5ff5d1e10a720f05230005d9,54,,,9.99,,,,,,
212,5ff5d1e10a720f05230005d9,54,,,9.99,,,,,,
213,5ff5d1e10a720f05230005d9,54,,,9.99,,,,,,
214,5ff5d1e10a720f05230005d9,54,,,9.99,,,,,,
215,5ff5d1e10a720f05230005d9,54,,,9.99,,,,,,
216,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
217,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
218,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
219,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
220,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
221,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
222,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
223,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
224,5ff5d1fd0a720f05230005de,55,,,9.99,,,,,,
225,5ff5d1d80a7214ada10005f6,56,,,5,,,,25.0,,
226,5ff5d1d80a7214ada10005f6,56,,,5,,,,25.0,,
227,5ff5d1d80a7214ada10005f6,56,,,5,,,,25.0,,
228,5ff5d1d80a7214ada10005f6,56,,,5,,,,25.0,,
229,5ff5d1d80a7214ada10005f6,56,,,5,,,,25.0,,
230,5ff5d19d0a7214ada10005ec,57,,,1,,,,5.0,,
231,5ff5d1f20a720f05230005db,58,,,4.55,,,,,,
232,5ff5d1f20a720f05230005db,58,,,4.55,,,,,,
233,5ff5d1f20a720f05230005db,58,,,4.55,,,,,,
234,5ff5d1f20a720f05230005db,58,,,4.55,,,,,,
235,5ff5d1dc0a720f05230005d6,59,,,1,,,,,,
236,5ff5d1dd0a720f05230005d7,60,,,9.99,,,,50.0,,
237,5ff5d1dd0a720f05230005d7,60,,,9.99,,,,50.0,,
238,5ff5d1dd0a720f05230005d7,60,,,9.99,,,,50.0,,
239,5ff5d1dd0a720f05230005d7,60,,,9.99,,,,50.0,,
240,5ff5d1dd0a720f05230005d7,60,,,9.99,,,,50.0,,
241,5ff5d1a30a7214ada10005ef,61,,,1,,,,5.0,,
242,5ff5d20c0a720f05230005e3,62,,,4.66,,,,,,
243,5ff5d1fa0a720f05230005dd,63,,,4.66,,,,23.6,,
244,5ff5d1d80a7214ada10005f7,64,,,5,,,,25.0,,
245,5ff5d1d80a7214ada10005f7,64,,,5,,,,25.0,,
246,5ff5d1d80a7214ada10005f7,64,,,5,,,,25.0,,
247,5ff5d1d80a7214ada10005f7,64,,,5,,,,25.0,,
248,5ff5d1d80a7214ada10005f7,64,,,5,,,,25.0,,
249,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
250,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
251,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
252,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
253,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
254,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
255,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
256,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
257,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
258,5ff5d1f40a720f05230005dc,65,,,1,,,,,,
259,5ff5d2060a720f05230005e0,66,,,9.99,,,,50.0,,
260,5ff618e30a7214ada10005fa,67,1.96,,1.96,,,,,PEPSI 12 OZ 12 PACK,
261,5ff618e30a7214ada10005fa,68,6.90,,6.90,,,,,DORITOS NACHO CHEESE MULTI SERVE,
262,5ff618e30a7214ada10005fa,69,4.31,,4.31,,,,43.1,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",
263,5ff5d2060a720f05230005e1,66,,,0.99,,,,5.0,,
264,5ff5d1df0a720f05230005d8,70,,,9.99,,,,,,
265,5ff5d1df0a720f05230005d8,70,,,9.99,,,,,,
266,5ff5d1df0a720f05230005d8,70,,,9.99,,,,,,
267,5ff5d1df0a720f05230005d8,70,,,9.99,,,,,,
268,5ff5d1df0a720f05230005d8,70,,,9.99,,,,,,
269,5ff5d1990a7214ada10005ea,38,,,1,,,,,,
270,5ff5d1d00a7214ada10005f2,71,,,10,,,,50.0,,
271,5ff5d1d60a7214ada10005f5,72,,,10,,,,50.0,,
272,5ff5d1940a7214ada10005e9,38,,,1,,,,,,
273,5ff5d2030a720f05230005df,73,,,9.99,,,,,,
274,5ff5d1a10a7214ada10005ee,74,,,1,,,,5.0,,
275,5ff5d19c0a7214ada10005eb,75,,,1,,,,,,
276,5ff5d1cb0a7214ada10005f0,76,,,9.99,,,,,,
277,5ff5d1cb0a7214ada10005f0,76,,,9.99,,,,,,
278,5ff5d1cb0a7214ada10005f0,76,,,9.99,,,,,,
279,5ff5d1cb0a7214ada10005f0,76,,,9.99,,,,,,
280,5ff5d1cb0a7214ada10005f0,76,,,9.99,,,,,,
281,5ff5d20b0a720f05230005e2,77,,,9.99,,,,,,
282,5ff73be50a720f0523000608,0,,,29.00,,False,,,,True
283,5ff7946f0a720f052300063c,0,,,23.00,,False,,,,True
284,5ff726910a720f05230005f1,0,,,25.00,,False,,,,True
285,5ff74fd10a720f0523000619,78,,,1,,,,,,
286,5ff73bdb0a720f0523000605,79,,,10.00,,,,,,
287,5ff794940a720f0523000640,0,,,23.00,,False,,,,True
288,5ff794020a720f0523000635,0,,,1,,,,,,
289,5ff73beb0a7214ada100061c,0,,,22.00,,False,,,,True
290,5ff794bf0a7214ada1000650,0,,,1,,,,,,
291,5ff74faf0a720f0523000613,80,,,4.55,,,,22.8,,
292,5ff74faf0a720f0523000613,80,,,4.55,,,,22.8,,
293,5ff74faf0a720f0523000613,80,,,4.55,,,,22.8,,
294,5ff74faf0a720f0523000613,80,,,4.55,,,,22.8,,
295,5ff7945a0a7214ada1000646,0,,,27.00,,False,,,,True
296,5ff74ffe0a720f0523000621,81,,,9.99,,,,,,
297,5ff74ffe0a720f0523000621,81,,,9.99,,,,,,
298,5ff74ffe0a720f0523000621,81,,,9.99,,,,,,
299,5ff74ffe0a720f0523000621,81,,,9.99,,,,,,
300,5ff74ffe0a720f0523000621,81,,,9.99,,,,,,
301,5ff726790a7214ada1000602,0,,,1,,,,,,
302,5ff726790a7214ada1000602,2,,,,,True,USER_FLAGGED,,,True
303,5ff750050a7214ada1000633,82,,,10,,,,50.0,,
304,5ff74ffb0a720f0523000620,83,,,1,,,,5.0,,
305,5ff74ff50a720f052300061e,84,,,1,,,,,,
306,5ff794640a720f052300063b,0,,,21.00,,False,,,,True
307,5ff726810a720f05230005ea,0,,,1,,,,,,
308,5ff726810a720f05230005ea,2,,,2.56,,True,USER_FLAGGED,,,True
309,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
310,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
311,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
312,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
313,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
314,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
315,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
316,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
317,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
318,5ff73be10a7214ada1000619,5,,,29,,,,870.0,,
319,5ff73bae0a720f0523000600,0,,,1,,,,,,
320,5ff73bae0a720f0523000600,2,,,,,True,USER_FLAGGED,,,True
321,5ff7265a0a7214ada10005fb,9,,,1,,False,,10.0,,True
322,5ff7942e0a720f0523000637,0,,,1,,,,,,
323,5ff7942e0a720f0523000637,2,,,,,True,USER_FLAGGED,,,True
324,5ff726a40a720f05230005fa,6,,,1,,,,,,
325,5ff726a40a720f05230005fa,6,,,10.00,,True,USER_FLAGGED,,,True
326,5ff726a40a720f05230005fa,5,,,1.00,,True,USER_FLAGGED,30.0,,True
327,5ff726a40a720f05230005fa,5,,,1.00,,True,USER_FLAGGED,30.0,,True
328,5ff794130a7214ada1000640,0,,,1,,,,,,
329,5ff794130a7214ada1000640,2,,,,,True,USER_FLAGGED,,,True
330,5ff726640a720f05230005e6,4,50.00,,50.00,,True,POINTS_GREATER_THAN_THRESHOLD,,,
331,5ff793dd0a720f0523000633,6,,,1,,,,,,
332,5ff793dd0a720f0523000633,6,,,10.00,,True,USER_FLAGGED,,,True
333,5ff793dd0a720f0523000633,5,,,1.00,,True,USER_FLAGGED,30.0,,True
334,5ff8da4e0a720f05c5000012,0,,,3.25,,False,,,,True
335,5ff873de0a720f0523000648,0,,,23.00,,False,,,,True
336,5ff8740c0a720f0523000659,85,,,10.00,,,,,,
337,5ff8da4c0a720f05c5000011,0,,,1,,,,,,
338,5ff8da860a720f05c5000022,0,,,1,,,,,,
339,5ff8da860a720f05c5000022,1,,,10.00,,True,USER_FLAGGED,,,True
340,5ff8da7c0a7214adca000020,0,,,27.00,,False,,,,True
341,5ff8da650a7214adca00001e,6,,,1,,,,,,
342,5ff8da650a7214adca00001e,6,,,10.00,,True,USER_FLAGGED,,,True
343,5ff8da650a7214adca00001e,5,,,1.00,,True,USER_FLAGGED,30.0,,True
344,5ff8da650a7214adca00001e,5,,,1.00,,True,USER_FLAGGED,30.0,,True
345,5ff8da540a7214adca000017,0,,,1,,,,,,
346,5ff8da540a7214adca000017,2,,,,,True,USER_FLAGGED,,,True
347,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
348,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
349,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
350,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
351,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
352,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
353,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
354,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
355,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
356,5ff873f10a720f052300064f,5,,,29,,,,870.0,,
357,5ff874170a7214ada100065f,85,,,10.00,,,,,,
358,5ff8da680a720f05c5000019,0,,,1,,,,,,
359,5ff873e30a720f052300064c,0,,,28.00,,False,,,,True
360,5ff8cea10a7214adca00000b,0,,,1,,,,,,
361,5ff8cea10a7214adca00000b,2,,,,,True,USER_FLAGGED,,,True
362,5ff874050a7214ada100065d,0,,,1,,,,,,
363,5ff874050a7214ada100065d,2,,,2.56,,True,USER_FLAGGED,,,True
364,5ff8da620a7214adca00001d,6,,,1,,,,,,
365,5ff8da820a720f05c5000020,0,,,20.00,,False,,,,True
366,5ff8da390a7214adca000013,86,,,10.00,,,,100.0,,
367,5ff873df0a7214ada1000652,0,,,24.00,,False,,,,True
368,5ff8da7f0a7214adca000022,0,,,26.00,,False,,,,True
369,5ff8da7f0a720f05c500001d,0,,,20.00,,False,,,,True
370,5ff8da800a720f05c500001e,0,,,28.00,,False,,,,True
371,5ff8c4fb0a7214adca000006,87,,,10.00,,,,100.0,,
372,5fa5b0ca0a720f05ef0000bf,6,,,1,,False,,,,
373,5fa5b0ca0a720f05ef0000bf,6,,,10.00,,False,,,,True
374,5fa5b0ca0a720f05ef0000bf,5,,,1.00,,False,,30.0,,True
375,5fa5b0ca0a720f05ef0000bf,5,,,1.00,,False,,30.0,,True
376,5fa5b0ca0a720f05ef0000bf,5,,,1.00,,False,,30.0,,True
377,5ff873f90a720f0523000651,0,,,1,,,,,,
378,5ff873d40a720f0523000644,0,,,23.00,,False,,,,True
379,5ff8c3a20a7214adca000005,88,,,10.00,,,,100.0,,
380,5ff8da550a720f05c5000014,0,,,1,,,,,,
381,5ff8da550a720f05c5000014,2,,,,,True,USER_FLAGGED,,,True
382,5ffcb4d40a7214ad4e000017,89,,,10.00,,,,100.0,,
383,5ffc8ffc0a720f05c5000036,0,,,20.00,,False,,,,True
384,5ffc9d8c0a7214adca000049,6,,,1,,,,,,
385,5ffc9da40a7214adca000050,0,,,21.00,,False,,,,True
386,5ffc9daa0a7214adca000054,90,,,10.00,,,,100.0,,
387,5ffc9da10a720f05c5000043,0,,,21.00,,False,,,,True
388,5ffcb4b90a720f051500000c,0,,,22.00,,False,,,,True
389,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
390,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
391,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
392,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
393,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
394,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
395,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
396,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
397,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
398,5ffcb4900a720f0515000002,5,,,29,,,,870.0,,
399,5ffc8fa40a720f05c5000028,0,,,1,,,,,,
400,5ffc8fa40a720f05c5000028,2,,,,,True,USER_FLAGGED,,,True
401,5ffc8fe80a720f05c5000031,0,,,1,,,,,,
402,5ffc9da10a7214adca00004d,0,,,27.00,,False,,,,True
403,5ffc9dc60a7214adca00005a,10,,,2,,,,,,
404,5ffcb48d0a7214ad4e000002,6,,,1,,,,,,
405,5ffc9da20a7214adca00004e,0,,,29.00,,False,,,,True
406,5ffc9dd00a720f05c5000051,0,,,1,,,,,,
