,id,barcode,brandCode,categoryCode,cpgId,name,topBrand
71,5e90a545ee7f2d70340f40d7,511111114413,CLARITIN®,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Claritin®,False
72,5daf5e94a60b87376833e362,511111706045,COOKIE CRISP,,5332f5f3e4b03c9a25efd0ae,Cookie Crisp™,
73,5fb2852cbe37ce522e165caf,511111717317,TEST BRANDCODE @1605535020442,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020441,False
74,5332f743e4b03c9a25efd109,511111903789,,,5332f5f2e4b03c9a25efd0aa,Keebler,
75,5fa98944be37ce239d107100,511111417262,TEST BRANDCODE @1604946244750,BAKING,5fa98944be37ce239d1070ff,test brand @1604946244750,False
76,5afda65de4b0c11cfecd49fb,511111004561,SNYDERS OF HANOVER,,5a734034e4b0d58f376be874,SNYDERS OF HANOVER,False
77,5332fa7ee4b03c9a25efd230,511111702894,,,5332f5ebe4b03c9a25efd0a8,Powerade,
78,57ebbfafe4b0ac389136a332,511111002154,GOOD SEASONS,,559c2234e4b06aca36af13c6,Good Seasons,False
79,5f493682be37ce52f8314fce,511111115922,TEST BRANDCODE @1598633602279,BAKING,5f493682be37ce52f8314fcb,test brand @1598633602279,
80,57ace91ae4b057c992a316ac,511111602552,,,57ace90fe4b057c992a316ab,Pizza Pizza Pizza,
81,5a5d2431e4b06ba572cf24a1,511111200246,REVOLVER,,5332f709e4b03c9a25efd0f1,Revolver,
82,57e5810ce4b0ac389136a307,511111802280,KEYSTONE LIGHT,,5332f709e4b03c9a25efd0f1,Keystone Light,False
83,5332f5f2e4b03c9a25efd0ab,511111604037,,,5332f5f3e4b03c9a25efd0ac,Our Family,
84,5db9f9cca60b87376833e36b,511111806226,BETTY CROCKER FRUIT ROLL UPS,,5332f5f3e4b03c9a25efd0ae,Fruit Roll-Ups™,
85,5fd2a0c0be37ce49eb72c0f4,511111118169,TEST BRANDCODE @1607639232356,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607639232356,False
86,5aa1b41de4b086c8aad5e096,511111304265,MOMOFUKU,,559c2234e4b06aca36af13c6,MOMOFUKU Sauce,False
87,592486bee410d61fcea3d136,511111500735,POPSICLE,,5332f5f6e4b03c9a25efd0b4,POPSICLE,False
88,5332f603e4b03c9a25efd0be,511111103936,MUG Root Beer,,5332f5fbe4b03c9a25efd0ba,Mug Root Beer,False
89,5afda699e4b0c11cfecd49fd,511111704584,TOMS,,5a734034e4b0d58f376be874,Tom's,False
90,5fc54c0bbe37ce1911dbb3b5,511111017899,TEST BRANDCODE @1606765579244,BAKING,5fc54c0abe37ce1911dbb3b1,test brand @1606765579244,False
91,5f358338be37ce443bf9d55b,511111715320,TEST BRANDCODE @1597342520305,BAKING,5f358338be37ce443bf9d557,test brand @1597342520305,
92,592486bfe410d61fcea3d137,511111000723,PROMISE,,53e10d6368abd3c7065097cc,PROMISE,
93,5a4d2295e4b0d5c3fd86b679,511111200529,OFF THE EATEN PATH,,5332f5fbe4b03c9a25efd0ba,OFF THE EATEN PATH,
94,5f628216be37ce78e6e2efaf,511111116684,TEST BRANDCODE @1600291350125,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1600291350125,
95,5332f9fce4b03c9a25efd1cd,511111003199,,,5332f5f2e4b03c9a25efd0aa,Honey Smacks,
96,5f9770bfbe37ce03d08a2d85,511111117070,TEST BRANDCODE @1603760319758,BAKING,5f9770bfbe37ce03d08a2d83,test brand @1603760319758,
97,57ebc293e4b0ac389136a345,511111301974,NANCY'S,,559c2234e4b06aca36af13c6,Nancy's,False
98,5f513e9ebe37ce21f1287c00,511111816492,,BAKING,5f513e9ebe37ce21f1287bff,test brand @1599159966676,
99,5332f7b8e4b03c9a25efd145,511111903413,,,5332f7a7e4b03c9a25efd134,Stella Artois,
100,5ab153fee4b0915382df761e,511111704379,CAMPBELLS CHUNKY MAXX,,5a734034e4b0d58f376be874,Campbell's Chunky Maxx,False
101,5aa1b5b9e4b05a92fc9b1631,511111004288,FOOD NETWORK KITCHEN INSPIRATIONS,,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS,False
102,5f3e9172be37ce5a0e01b954,511111215547,TEST BRANDCODE @1597935986390,BAKING,5f3e9172be37ce5a0e01b952,test brand @1597935986390,
103,5f4936ddbe37ce52f8314fdc,511111015970,TEST BRANDCODE @1598633693744,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693744,
104,57c0829ce4b0718ff5fcb03a,511111002437,,,5332f7a7e4b03c9a25efd134,Victoria,
105,5a4d244ae4b0bcb2c74ea77f,511111500506,SABRITAS,,5332f5fbe4b03c9a25efd0ba,SABRITAS,
106,57ebbfa1e4b0ac389136a330,511111702177,GEVALIA KAFFE,,559c2234e4b06aca36af13c6,Gevalia,False
107,5f43faabbe37ce3ef3fd3715,511111115717,TEST BRANDCODE @1598290603501,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603501,
108,59d550f4e4b090070b009534,511111600633,O THAT'S GOOD,,559c2234e4b06aca36af13c6,"O, That's Good!",False
109,585a9645e4b03e62d1ce0e79,511111801757,CHESTER'S,,5332f5fbe4b03c9a25efd0ba,Chester's,True
110,585a968ee4b03e62d1ce0e82,511111101666,MISS VICKIE'S,,5332f5fbe4b03c9a25efd0ba,Miss Vickies,
111,5d2f6b82a3a01810a2174aed,511111704867,SIR KENSINGTON'S,,5332f5f6e4b03c9a25efd0b4,SIR KENSINGTON'S,
112,5fa98944be37ce239d1070fe,511111217251,,BAKING,5fa98944be37ce239d1070fd,test brand @1604946244133,False
113,5332f9f2e4b03c9a25efd1c8,511111803232,,,5332f5f2e4b03c9a25efd0aa,Crispix,
114,55a41b55e4b0d0a65b3692ef,511111502708,,,55a41b4be4b0d0a65b3692ee,NessAlla,
115,5887a372e4b02187f85cdad9,511111001119,DORITOS,,5332f5fbe4b03c9a25efd0ba,Doritos,True
116,57ed0697e4b072ac2294b8f2,511111101895,A.1.,,559c2234e4b06aca36af13c6,A.1.,True
117,55b630c2e4b0d8e685c1421d,511111002642,,,55b62995e4b0d8e685c14213,RC Cola,
118,5332f605e4b03c9a25efd0c0,511111403913,,,5332f5fbe4b03c9a25efd0ba,Amp,
119,5f43faabbe37ce3ef3fd3716,511111315728,TEST BRANDCODE @1598290603587,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603587,
120,5d66de49a3a018093ab3472a,511111505433,LOOZA JUICES,,5332f5fbe4b03c9a25efd0ba,Looza Fruit Juices,
121,5da605dc1dda2c3e1416ae83,511111005582,ALEVE,,5d9b4f591dda2c6225a284aa,Aleve®,
122,5e3876bfee7f2d697e835bd3,511111613961,SOFT-SHEEN CARSON - HAIR COLOR,,5e28b81cee7f2d697e835bcd,Soft-Sheen Carson - Hair Color,
123,5fa98945be37ce239d107104,511111217305,TEST BRANDCODE @1604946245499,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1604946245498,False
124,57ebc11fe4b0ac389136a33a,511111802075,,,559c2234e4b06aca36af13c6,Kraft Caramels,False
125,5f494c5f04db711dd8fe87e5,511111716150,TEST BRANDCODE @1598639199117,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639199117,
126,5bd201a990fa074576779a19,511111104698,PULL UPS,,550b2565e4b001d5e9e4146f,Pull-Ups,False
127,5fb2852cbe37ce522e165cb1,511111417330,TEST BRANDCODE @1605535020629,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020629,False
128,5332f60ce4b03c9a25efd0c3,511111303893,BRISK,,5332f5fbe4b03c9a25efd0ba,Brisk Iced Tea,False
129,5a7e0604e4b0aedb3b84afd3,511111504139,CHRISXYZ,,55b62995e4b0d8e685c14213,Chris Brand XYZ,
130,5332f9f2e4b03c9a25efd1c7,511111003243,,,5332f5f2e4b03c9a25efd0aa,All-Bran,
131,57ebbd44e4b0ac389136a32d,511111002208,BULL'S-EYE,,559c2234e4b06aca36af13c6,Bull's Eye,False
132,592486bee410d61fcea3d12f,511111600794,KLONDIKE,,5332f5f6e4b03c9a25efd0b4,KLONDIKE,False
133,592486bee410d61fcea3d12a,511111600848,FRUTTARE,,53e10d6368abd3c7065097cc,FRUTTARE,
134,5da60576a60b87376833e349,511111305569,511111305569,,53e10d6368abd3c7065097cc,AFRIN® NO DRIP PUMP MISTS,
135,5332f5f5e4b03c9a25efd0b0,511111404002,,,5332f5f3e4b03c9a25efd0ae,Betty Crocker,
136,580dff9fe4b0f32b2de21382,511111701859,KNOX,,559c2234e4b06aca36af13c6,Knox Gelatin,False
137,5da608131dda2c3e1416ae8a,511111505716,511111505716,,53e10d6368abd3c7065097cc,Claritin® ADULTS,
138,588b9f8fe4b02187f85cdada,511111501107,PLANTERS,,559c2234e4b06aca36af13c6,Planters,False
139,592486bde410d61fcea3d127,511111800873,DEGREE,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,DEGREE,False
140,5a4d23dae4b0bcb2c74ea77e,511111000518,CALEB'S KOLA,,5332f5fbe4b03c9a25efd0ba,Caleb's Kola,False
141,5d66dc946d5f3b6188d4f04e,511111305408,LEMON LEMON,,5332f5fbe4b03c9a25efd0ba,Lemon Lemon Sparkling Drinks,
142,592486bfe410d61fcea3d140,511111300656,VASELINE,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,VASELINE,False
143,5d658ff3a3a018514994f432,511111005216,511111005216,,53e10d6368abd3c7065097cc,Cooking Light Magazine,
144,5fcda494be37ce688e08b0cc,511111817932,TEST BRANDCODE @1607312532178,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532178,False
145,5ef4f667be37ce2efae842ea,511111715047,PINESOL,CLEANING_AND_HOME_IMPROVEMENT,5eebc5412455c97a877ef382,Pinesol,
146,55b6308ee4b0d8e685c1421a,511111202677,,,55b62995e4b0d8e685c14213,Snapple,
147,5332f760e4b03c9a25efd11b,511111603719,,,5332f5ebe4b03c9a25efd0a8,Honest Ade,
148,5f16f536be37ce2b30061e29,511111215103,TEST BRANDCODE @1595340086791,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1595340086791,
149,5d642dbfa3a018514994f42e,511111005148,511111005148,,5d5d4fd16d5f3b23d1bc7905,Shape,
150,5e3875d2ee7f2d697e835bce,511111013914,ESSIE,,5e28b81cee7f2d697e835bcd,Essie,
151,5332f9f3e4b03c9a25efd1c9,511111303220,,,5332f5f2e4b03c9a25efd0aa,Pop-tarts,
152,5c45f91b87ff3552f950f027,511111204923,0987654321,,5c45f8b087ff3552f950f026,Brand1,True
153,58861c7d4e8d0d20bc42c4d6,511111601449,,,559c2234e4b06aca36af13c6,Jell-O Refrigerated Pudding & Gelatin,False
154,55b630fde4b0d8e685c14223,511111502586,,,55b62995e4b0d8e685c14213,Diet Dr. Pepper,
155,5ab158e8e4b0915382df7622,511111404446,CAMPBELLS WELL YES,,5a734034e4b0d58f376be874,Campbell's Well Yes!,False
156,5fcda494be37ce688e08b0cf,511111717966,TEST BRANDCODE @1607312532304,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532304,False
157,5f3ff222be37ce1c81aa1e0e,511111215615,TEST BRANDCODE @1598026274643,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274643,
158,5f772952be37ce6b592e90d2,511111816775,TEST BRANDCODE @1601644881995,BAKING,5f772951be37ce6b592e90d1,test brand @1601644881995,
159,5fa1c568be37ce402c4618f6,511111717249,,BAKING,5fa1c568be37ce402c4618f5,test brand @1604437352935,False
160,5fb82236be37ce522e165cdf,511111217749,BEEF STEAK,,5fb6b608be37ce522e165cb9,Beef Steak,False
161,5a02188be4b00d6a5ccb394d,511111300588,POND'S,,5332f5f6e4b03c9a25efd0b4,POND'S,False
162,5e387617ee7f2d697e835bd0,511111713937,L’OREAL PARIS - COSMETICS,,5e28b81cee7f2d697e835bcd,L’Oreal Paris - Cosmetics,
163,57ebc2ace4b0ac389136a346,511111801962,,,559c2234e4b06aca36af13c6,P3,False
164,5da6094ca60b87376833e357,511111605829,511111605829,,53e10d6368abd3c7065097cc,ONE A DAY® MENS,
165,5f16f536be37ce2b30061e28,511111615095,TEST BRANDCODE @1595340086078,BAKING,5f16f535be37ce2b30061e24,test brand @1595340086078,
166,5f872b84be37ce66db5dd97a,511111917045,TEST BRANDCODE @1602694020787,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1602694020787,
167,585a9726e4b03e62d1ce0e95,511111501497,,,53e10d6368abd3c7065097cc,Tazo,
168,5f7ba645be37ce23081c528d,511111516910,TEST BRANDCODE @1601939013649,BAKING,5f7ba644be37ce23081c5289,test brand @1601939013649,
169,5332f7d3e4b03c9a25efd14e,511111803393,,,5332f5f2e4b03c9a25efd0aa,Cheez-It,
170,5f504acabe37ce0b793c9418,511111316480,,BAKING,5f504acabe37ce0b793c9417,test brand @1599097546963,
171,5afda3a8e4b03bf01c2a2967,511111604525,SNACK FACTORY,,5a734034e4b0d58f376be874,Snack Factory,False
172,57c08294e4b0718ff5fcb039,511111202448,,,5332f7a7e4b03c9a25efd134,Jupiler,
173,5332f77ce4b03c9a25efd12a,511111703617,,,5332f5f3e4b03c9a25efd0ae,Gardetto's,
174,5332f9ede4b03c9a25efd1c2,511111403289,,,5332f7ffe4b03c9a25efd16b,Danimals,
175,58861c7e4e8d0d20bc42c4e2,511111201403,MILLER64,,5332f709e4b03c9a25efd0f1,Miller 64,False
176,592486bee410d61fcea3d12d,511111700814,I CAN'T BELIEVE IT'S NOT BUTTER!,,53e10d6368abd3c7065097cc,I CAN'T BELIEVE IT'S NOT BUTTER!,
177,5da608dfa60b87376833e354,511111805786,511111805786,,53e10d6368abd3c7065097cc,ONE A DAY® ENERGY ,
178,5ffe3a87be37ce7aab2d4fd9,511111419532,TEST BRANDCODE @1610496647142,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610496647142,False
179,5ffe3a87be37ce7aab2d4fdb,511111619543,,BAKING,5ffe3a87be37ce7aab2d4fda,test brand @1610496647311,False
180,5ffe3a86be37ce7aab2d4fd7,511111719519,TEST BRANDCODE @1610496646289,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646289,False
181,5fff3a7abe37ce2bb793010e,511111119555,,BAKING,5fff3a7abe37ce2bb793010d,test brand @1610562170795,False
182,5ffe3a86be37ce7aab2d4fd8,511111919520,TEST BRANDCODE @1610496646345,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646345,False
183,5ffe3a86be37ce7aab2d4fd6,511111219507,TEST BRANDCODE @1610496646232,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646232,False
184,5ffe35eabe37ce5e01754c47,511111219385,TEST BRANDCODE @1610495466218,BAKING,5ffe35eabe37ce5e01754c45,test brand @1610495466218,False
185,5ffe347ebe37ce5e01754c3f,511111119326,TEST BRANDCODE @1610495102462,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102462,False
186,5ffe35eabe37ce5e01754c48,511111719397,TEST BRANDCODE @1610495466250,BAKING,5ffe35eabe37ce5e01754c45,test brand @1610495466250,False
187,57ebc28be4b0ac389136a344,511111501985,KRAFT MIRACLE WHIP,,559c2234e4b06aca36af13c6,Miracle Whip,False
188,58b59989e4b0857c2ddb7255,511111400998,,,5332f709e4b03c9a25efd0f1,Redd's Wicked,False
189,5f403232be37ce5f78d9ed19,511111015697,TEST BRANDCODE @1598042674173,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598042674173,
190,5f493e72be37ce64d0ae36c4,511111216094,TEST BRANDCODE @1598635634796,BAKING,5f493e72be37ce64d0ae36c2,test brand @1598635634796,
191,5a5d257fe4b06ba572cf24a3,511111300212,SHEAF STOUT,,5332f709e4b03c9a25efd0f1,Sheaf Stout,
192,585a963ce4b03e62d1ce0e78,511111001768,CHEETOS,,5332f5fbe4b03c9a25efd0ba,Cheetos,True
193,5fb82a68be37ce522e165ce6,511111217817,NATURES HARVEST,GROCERY,5fb6b608be37ce522e165cb9,Nature's Harvest,False
194,5d6415d5a3a018514994f429,511111605058,511111605058,,5d5d4fd16d5f3b23d1bc7905,Health Magazine,
195,5332fa7ae4b03c9a25efd229,511111402961,,,5332f5ebe4b03c9a25efd0a8,Fanta,
196,5f494c5e04db711dd8fe87e4,511111216148,TEST BRANDCODE @1598639198570,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639198570,
197,5f772951be37ce6b592e90d0,511111316763,,BAKING,5f772951be37ce6b592e90cf,test brand @1601644881253,
198,5f504ac2be37ce0b793c9415,511111616467,TEST BRANDCODE @1599097538609,BAKING,5f504ac2be37ce0b793c9411,test brand @1599097538609,
199,5bd201cc965c7d66d92731ee,511111704706,SCOTT,,550b2565e4b001d5e9e4146f,Scott,False
200,5fd2a0bfbe37ce49eb72c0f1,511111218135,TEST BRANDCODE @1607639231674,BAKING,5fd2a0bfbe37ce49eb72c0ef,test brand @1607639231674,False
201,5daf3507a60b87376833e35c,511111505921,EPIC,,5332f5f3e4b03c9a25efd0ae,EPIC™,
202,58861c7e4e8d0d20bc42c4de,511111901426,GROLSCH,,5332f709e4b03c9a25efd0f1,Grolsch Lager,False
203,5f9770c0be37ce03d08a2d88,511111417101,TEST BRANDCODE @1603760320407,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1603760320407,
204,5a5e32c3e4b06ba572cf24aa,511111400042,MAGNUM,,5332f709e4b03c9a25efd0f1,Magnum,
205,5f99f71bbe37ce13da9eade9,511111817147,TEST BRANDCODE @1603925787411,BAKING,5f99f71bbe37ce13da9eade6,test brand @1603925787411,
206,5ffe35eabe37ce5e01754c4a,511111819417,TEST BRANDCODE @1610495466861,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610495466861,False
207,5ffe3682be37ce5e01754c55,511111519430,,BAKING,5ffe3681be37ce5e01754c54,test brand @1610495618015,False
208,5ffe347ebe37ce5e01754c41,511111819349,TEST BRANDCODE @1610495102526,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102526,False
209,5ffe347ebe37ce5e01754c40,511111619338,TEST BRANDCODE @1610495102491,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102491,False
210,5ffe3480be37ce5e01754c44,511111519362,,BAKING,5ffe3480be37ce5e01754c43,test brand @1610495104441,False
